ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PCDHGC5,410.7323487,4.21213364,0.377651445,11.15349537,6.88E-29,4.55E-27
FGA,13.50489782,4.224698549,0.702779235,6.011416297,1.84E-09,1.16E-08
METTL11B,4.41024105,4.225369866,0.48826746,8.65380189,4.98E-18,9.46E-17
NXF2,7.567351751,4.229819433,1.329337418,3.181900527,0.001463121,0.003480855
LAMC2,73848.99608,4.245530676,0.248804321,17.06373372,2.76E-65,6.09E-62
GPR149,6.403265619,4.266941827,1.022366376,4.173593664,3.00E-05,9.76E-05
GATA4,43.54665869,4.281304693,0.802919411,5.332172365,9.70E-08,4.73E-07
COL11A1,2791.048108,4.288125123,0.409945695,10.46022722,1.32E-25,6.15E-24
LOC440905,71.2750629,4.290442776,0.609992965,7.033593867,2.01E-12,1.88E-11
CT45A4,3.838444076,4.303201561,1.921072288,2.23999981,0.025090935,0.045162317
HOXB8,11.10001028,4.31399681,0.581478143,7.419018002,1.18E-13,1.28E-12
SSX4,3.938128002,4.341420105,1.034515411,4.196573642,2.71E-05,8.88E-05
CSMD3,24.57520062,4.358031197,0.520591239,8.371311065,5.70E-17,9.40E-16
CSF2,160.3906518,4.373932624,0.399501865,10.94846609,6.76E-28,4.05E-26
CGB5,34.58227255,4.393388344,0.46387168,9.471128617,2.77E-21,7.97E-20
IBSP,80.41932797,4.422438926,0.397715893,11.11959316,1.01E-28,6.60E-27
GTSF1,200.4012694,4.425288769,0.491805169,8.998052576,2.30E-19,5.14E-18
NGB,66.71060743,4.442415163,0.611294333,7.267227788,3.67E-13,3.74E-12
HOXA13,21.20284825,4.452926597,0.505125406,8.815487287,1.19E-18,2.45E-17
SLCO1B3,468.5160269,4.499289035,0.467488534,9.624383714,6.31E-22,1.96E-20
TLX3,11.54153681,4.511109126,1.369345424,3.294354403,0.00098648,0.002429946
PAGE2,10.54469553,4.520141946,1.600796506,2.823683041,0.004747531,0.010111247
TLX2,8.829019403,4.537146663,0.596723502,7.603432152,2.88E-14,3.33E-13
MMP1,40696.66666,4.550177163,0.352756185,12.89892951,4.56E-38,8.97E-36
INHBA,2848.572974,4.562041491,0.299400286,15.23726496,2.00E-52,1.80E-49
FOLR3,140.7471965,4.569112199,0.426262054,10.71902168,8.29E-27,4.40E-25
IL11,433.0053958,4.57311729,0.283831526,16.11208363,2.10E-58,2.60E-55
FGF19,16.20058118,4.603096214,0.702562981,6.551862734,5.68E-11,4.41E-10
AADACL3,8.114895372,4.609892247,0.8605778,5.356740841,8.47E-08,4.16E-07
COL2A1,104.111255,4.615906888,0.389574428,11.848588,2.19E-32,2.10E-30
HOXA11AS,18.98004397,4.627594525,0.515761888,8.972346804,2.90E-19,6.36E-18
NR5A1,33.7905713,4.709144708,0.666990451,7.060288049,1.66E-12,1.56E-11
DCAF4L2,5.086565192,4.710419024,2.091791345,2.251858932,0.024331188,0.043942325
IL24,971.8200676,4.719697721,0.383741618,12.29915522,9.15E-35,1.24E-32
SAGE1,32.84334416,4.731128709,1.209232152,3.912506545,9.13E-05,0.000272586
GPR50,75.82711929,4.755347319,0.653714873,7.2743447,3.48E-13,3.56E-12
MAGEB1,5.695338304,4.77550671,1.870643336,2.55286864,0.010683978,0.021027723
CSAG3,297.5165942,4.775609372,0.452461198,10.55473795,4.83E-26,2.39E-24
LHX5,23.85154115,4.816950167,0.451651769,10.6651861,1.48E-26,7.63E-25
PLAC1,97.15514859,4.828957473,0.350004591,13.79684036,2.66E-43,1.17E-40
RPSAP52,81.79501338,4.879804213,0.38584926,12.64691866,1.16E-36,1.99E-34
MMP11,8194.567656,4.891658818,0.333572119,14.66447147,1.09E-48,8.00E-46
NKX2-2,25.80475897,4.893206638,0.918204546,5.329103043,9.87E-08,4.81E-07
LHX1,57.42362034,4.905365912,0.438261303,11.19278814,4.42E-29,2.98E-27
SMEK3P,6.246253935,4.907422552,1.189488964,4.125656226,3.70E-05,0.000118468
HMGA2,2029.904539,4.908708011,0.344897044,14.23238645,5.77E-46,3.27E-43
COX7B2,5.929957866,4.929721914,1.754996511,2.80896394,0.004970121,0.010559246
MAGEB6,9.082445467,4.96787087,0.880775061,5.640340071,1.70E-08,9.30E-08
PRAME,617.4971238,4.968446736,0.578911005,8.582401595,9.29E-18,1.70E-16
NOBOX,6.570179328,4.982921067,1.754278844,2.840438442,0.004505157,0.009641619
IFNK,12.37545606,5.034652537,0.668763466,7.528300795,5.14E-14,5.78E-13
COL10A1,1562.111362,5.114451833,0.372762321,13.72040987,7.66E-43,2.94E-40
HOXA11,61.22803278,5.175325757,0.394499289,13.11872012,2.57E-39,6.90E-37
GABRG2,22.09174388,5.176651123,1.085458568,4.7690914,1.85E-06,7.40E-06
GAST,92.83769227,5.180449128,0.432517607,11.97742945,4.67E-33,5.06E-31
MAGEA3,1101.8868,5.264427757,0.734273754,7.169570928,7.52E-13,7.38E-12
SOHLH1,33.97102038,5.299824054,0.973203546,5.445750865,5.16E-08,2.63E-07
CGB,45.37112165,5.333785611,0.493174709,10.81520507,2.92E-27,1.63E-25
DPPA2,10.45248097,5.362816785,1.133140783,4.732701235,2.22E-06,8.73E-06
SPANXE,8.677986931,5.381144992,0.939464279,5.727886746,1.02E-08,5.74E-08
ADAMTS20,32.30564602,5.392423222,0.588704711,9.159809871,5.20E-20,1.27E-18
SPDYC,22.34302203,5.445275625,0.832900932,6.537723054,6.25E-11,4.83E-10
CT45A2,9.12469412,5.456394356,1.324357124,4.120032472,3.79E-05,0.000121118
CSAG2,102.3319269,5.45996401,0.556989913,9.80262637,1.10E-22,3.69E-21
ZFP42,66.51971836,5.506480104,0.634606022,8.67700576,4.06E-18,7.77E-17
GAGE2A,9.669789966,5.636572063,1.52221679,3.702870773,0.000213173,0.000596747
CTAG1B,35.73128503,5.644551987,0.973773794,5.796574134,6.77E-09,3.92E-08
TRIML2,104.4232323,5.647001852,0.546578991,10.33153844,5.07E-25,2.23E-23
MAGEA2,375.843748,5.665454512,0.763007725,7.425160094,1.13E-13,1.22E-12
SUN3,17.17374035,5.693117512,0.571632479,9.959401753,2.29E-23,8.38E-22
CT45A3,10.14095304,5.70533132,1.690066581,3.375802697,0.000736007,0.001861742
SPANXB2,20.45549812,5.741478872,0.899564234,6.38251128,1.74E-10,1.28E-09
SPANXA2,10.53764878,5.760319285,1.01303264,5.686212921,1.30E-08,7.23E-08
CSAG1,171.4362193,5.904967229,0.642806773,9.186224351,4.07E-20,1.01E-18
SPANXC,14.70930558,5.950514616,0.847245508,7.023365204,2.17E-12,2.01E-11
IGF2BP1,424.6829958,5.950604626,0.493495679,12.05806836,1.76E-33,1.99E-31
GAGE1,12.05445172,5.954533232,1.72033868,3.461256379,0.000537661,0.001393786
CTAG2,42.7863155,5.991678463,1.124065427,5.330364512,9.80E-08,4.78E-07
MAGEA6,1707.066989,6.039350703,0.695367604,8.685119456,3.78E-18,7.26E-17
GAGE12J,13.04629328,6.068553482,1.617067825,3.752813202,0.000174861,0.000496804
LOC84740,904.784267,6.079810087,0.500336425,12.15144408,5.64E-34,6.82E-32
MMP13,9876.796495,6.100133848,0.447306365,13.637485,2.40E-42,8.49E-40
LIN28B,15.55272406,6.194233512,1.158129771,5.348479649,8.87E-08,4.35E-07
HOXB9,100.8010966,6.194646336,0.501561275,12.35072691,4.83E-35,6.65E-33
ALPP,40.21343878,6.225588935,0.586718768,10.61085699,2.65E-26,1.33E-24
CGB8,36.04665041,6.381548246,0.593838508,10.74626883,6.17E-27,3.32E-25
CA9,2049.380694,6.490225114,0.353026398,18.38453199,1.75E-75,4.95E-72
MAGEA4,2392.570547,6.548585289,0.687890655,9.519805571,1.74E-21,5.15E-20
PAEP,105.4245799,6.564376556,0.47845448,13.71996047,7.71E-43,2.94E-40
CALB1,566.204028,6.758536187,0.620524188,10.8916563,1.26E-27,7.37E-26
MAGEA11,348.3350701,6.874902442,0.741708463,9.269009033,1.88E-20,4.87E-19
MAGEA12,273.0787495,6.994708506,0.814227892,8.590602921,8.65E-18,1.59E-16
MAGEA1,182.4779327,7.203585708,1.038951225,6.93351674,4.11E-12,3.68E-11
MAGEB2,182.6020331,7.324534231,0.893367577,8.198791199,2.43E-16,3.67E-15
MAGEA9B,430.4081905,7.693586216,0.818784101,9.396355167,5.65E-21,1.55E-19
CT45A1,37.70277145,7.826618985,1.278520674,6.121620981,9.26E-10,6.12E-09
MAGEC2,50.42780496,8.417934142,1.07989034,7.795174967,6.43E-15,8.23E-14
MAGEA10,63.71152595,8.469521627,1.165979013,7.263871421,3.76E-13,3.83E-12
BRDT,24.68819842,8.528626153,1.188406019,7.176525544,7.15E-13,7.04E-12
MAGEC1,92.51375189,8.88896515,1.14759322,7.745745613,9.50E-15,1.18E-13
GAGE12D,21.12188224,9.470565067,1.513351428,6.258007816,3.90E-10,2.72E-09
CT45A5,40.30780428,10.1305947,1.260516274,8.036861486,9.22E-16,1.29E-14
GAGE4,35.28544825,10.19265894,1.377669773,7.398477593,1.38E-13,1.48E-12
GAGE2D,41.12355139,24.20814079,1.437887538,16.83590695,1.33E-63,2.40E-60
